NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,A,AUPPER,ALOWER,UA,PER,ECC,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RHOSTAR,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,LOGG,FE,FEUPPER,FELOWER,UFE,VSINI,SHK,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mearth,mearth,mearth,mearth,rearth,rearth,rearth,rearth,g/cm^3,g/cm^3,g/cm^3,g/cm^3,au,au,au,au,day,,msun,msun,msun,msun,rsun,rsun,rsun,rsun,g/cm^3,k,k,k,k,,,,,,km/s,,,,,
HAT-P-3 b,189.327169227679,7.895041352817112,7.895041352817112,7.895041352817112,10.076873677113873,0.48198617143036326,0.5492400558159953,0.5156131136231793,1.02,0.19,0.14,0.165,0.0388252,0.000683346,0.000683346,0.000683346,2.899703,0,0.928,0.044,0.054000000000000006,0.049,0.833,0.034,0.044,0.039,1.90714,5185,80,80,80,4.564,0.27,0.08,0.08,0.08,0.5,,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2007,http://adsabs.harvard.edu/abs/2007ApJ...666L.121T
HAT-P-30 b,225.9955785879281,11.262721512503765,11.262721512503765,11.262721512503765,15.02003417945783,0.7285837475110142,0.7285837475110142,0.7285837475110142,0.37,0.05,0.05,0.05,0.0419042,0.000698404,0.000698404,0.000698404,2.810595,0.035,1.242,0.041,0.041,0.041,1.215,0.051,0.051,0.051,,6304,88,88,88,4.36,0.13,0.08,0.08,0.08,2.2,,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J
HAT-P-31 b,689.3569428542733,28.835342246660637,28.835342246660637,28.835342246660637,11.993609382104388,5.380310750850566,3.5868738339003783,4.483592292375472,2.18,1.24,0.9299999999999999,1.085,0.0611921,0.00127274,0.00127274,0.00127274,5.005425,0.245,1.218,0.089,0.063,0.076,1.36,0.27,0.18,0.225,0.69,6065,100,100,100,4.26,0.15,0.08,0.08,0.08,0.5,,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K
HAT-P-32 b,302.18194104649996,53.86896218740584,53.86896218740584,53.86896218740584,22.832693748922093,1.1096890923629295,1.1096890923629295,1.1096890923629295,0.14,0.03,0.020000000000000004,0.025,0.0344203,0.000573671,0.000573671,0.000573671,2.150009,0.163,1.176,0.043,0.07,0.0565,1.387,0.067,0.067,0.067,,6001,88,88,88,4.22,-0.16,0.08,0.08,0.08,21,,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H
HAT-P-33 b,243.55589981922267,37.06377322486693,37.06377322486693,37.06377322486693,20.47880779542497,3.250604411972217,3.250604411972217,3.250604411972217,0.15,0.11,0.05,0.08,0.0502683,0.00114653,0.00114653,0.00114653,3.474474,0.148,1.403,0.096,0.096,0.096,1.777,0.028,0.028,0.028,,6401,88,88,88,4.09,0.05,0.08,0.08,0.08,13.8,,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H
HAT-P-34 b,1059.6005825047705,76.83820432861305,76.83820432861305,76.83820432861305,13.417149934933601,1.434749533560151,1.0312262272463586,1.2329878804032548,2.4,0.63,0.63,0.63,0.0677467,0.00112911,0.00112911,0.00112911,5.452654,0.441,1.392,0.047,0.047,0.047,1.197,0.128,0.092,0.11,,6442,88,88,88,4.21,0.22,0.04,0.04,0.04,24,,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
HAT-P-35 b,335.0486281008336,12.715620151652102,12.715620151652102,12.715620151652102,14.930362333610322,1.0984801116319907,1.0984801116319907,1.0984801116319907,0.55,0.11,0.11,0.11,0.0497734,0.000829557,0.000829557,0.000829557,3.646706,0.025,1.236,0.048,0.048,0.048,1.435,0.084,0.084,0.084,,6096,88,88,88,4.21,0.11,0.08,0.08,0.08,0.5,,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
HAT-P-36 b,584.537846238827,31.896075123029025,31.896075123029025,31.896075123029025,14.168151643906493,0.7958376318966462,0.7958376318966462,0.7958376318966462,1.12,0.19,0.19,0.19,0.0238229,0.000397048,0.000397048,0.000397048,1.327347,0.063,1.022,0.049,0.049,0.049,1.096,0.056,0.056,0.056,,5560,100,100,100,4.37,0.26,0.1,0.1,0.1,3.58,,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
HAT-P-37 b,372.99593150547355,33.42223049111178,33.42223049111178,33.42223049111178,13.204179301045766,0.8630915162822784,0.8630915162822784,0.8630915162822784,0.89,0.19,0.19,0.19,0.0379273,0.000632121,0.000632121,0.000632121,2.79736,0.058,0.929,0.043,0.043,0.043,0.877,0.059,0.044,0.0515,,5500,100,100,100,4.52,0.03,0.1,0.1,0.1,3.07,,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
HAT-P-38 b,85.03787290348498,6.4272371145927485,6.4272371145927485,6.4272371145927485,9.247409103024411,1.0312262272463586,0.7061657860491368,0.8686960066477477,0.59,0.16,0.16,0.16,0.0522992,0.000871654,0.000871654,0.000871654,4.640382,0.067,0.886,0.044,0.044,0.044,0.923,0.096,0.067,0.0815,,5330,100,100,100,4.45,0.06,0.1,0.1,0.1,,,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S
HAT-P-39 b,190.43444230189812,31.73707147233102,31.73707147233102,31.73707147233102,17.609308728304665,1.2105699189413774,9.07927439206033,5.144922155500854,0.19,0.04,0.04,0.04,0.0509456,0.000849093,0.000849093,0.000849093,3.54387,0,1.404,0.051,0.051,0.051,1.625,0.081,0.061999999999999986,0.0715,,6430,100,100,100,4.16,0.19,0.1,0.1,0.1,12.7,,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H
HAT-P-4 b,213.41607929095105,11.41377974791604,11.41377974791604,11.41377974791604,14.280241451215879,0.5492400558159953,0.6725388438563208,0.6108894498361581,0.403,0.065,0.03899999999999999,0.052,0.0443853,0.00106695,0.00106695,0.00106695,3.056536,0,1.248,0.07,0.10999999999999999,0.09,1.596,0.06,0.07500000000000001,0.0675,0.3097,5860,80,80,80,4.36,0.24,0.08,0.08,0.08,0,,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K
HAT-P-40 b,197.10986240835592,26.196352013658732,26.196352013658732,26.196352013658732,19.391536664523915,0.6949568053181981,0.6949568053181981,0.6949568053181981,0.15,0.01,0.01,0.01,0.060845,0.00374916,0.00374916,0.00374916,4.457243,0,1.512,0.045,0.514,0.2795,2.206,0.061,0.061,0.061,,6080,100,100,100,3.93,0.22,,,,6.9,,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H
HAT-P-41 b,254.33401456261925,32.97569815205383,32.97569815205383,32.97569815205383,18.887132531631675,0.8518825355513397,0.5716580172778727,0.7117702764146062,0.2,0.03,0.03,0.03,0.0425775,0.000709625,0.000709625,0.000709625,2.694047,0,1.418,0.047,0.047,0.047,1.683,0.058,0.036,0.047,,6390,100,100,100,4.14,0.21,0.1,0.1,0.1,19.6,,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H
HAT-P-5 b,335.49039319072006,36.025784171939335,36.025784171939335,36.025784171939335,14.056061836597106,0.5716580172778727,0.6277029209325661,0.5996804691052194,0.66,0.12,0.1,0.11,0.0407152,0.000727266,0.000727266,0.000727266,2.788491,0,1.157,0.043,0.081,0.062,1.165,0.046,0.052000000000000005,0.049,0.733571,5960,100,100,100,4.368,0.24,0.15,0.15,0.15,0,,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B
HAT-P-6 b,336.7489469719794,16.61952049814201,16.61952049814201,16.61952049814201,14.907944372148444,0.7173747667800755,0.6501208823944434,0.6837478245872595,0.559,0.086,0.07600000000000001,0.081,0.0523738,0.000879664,0.000879664,0.000879664,3.852985,0,1.29,0.064,0.066,0.065,1.46,0.06,0.06,0.06,0.41429,6570,80,80,80,4.218,-0.13,0.08,0.08,0.08,8.7,,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N
HAT-P-7 b,569.4002410364567,20.08016201667169,20.08016201667169,20.08016201667169,15.277840736269422,2.1857512425330428,0.9751813235916648,1.5804662830623537,0.876,0.17,0.23999999999999996,0.205,0.037964,0.000632733,0.000632733,0.000632733,2.204737,0,1.5,0.03,0.03,0.03,1.981,0.013,0.117,0.065,0.2718,6389,0,34,17,4.07,0.26,0.08,0.08,0.08,3.8,,Morris 2013,http://adsabs.harvard.edu/abs/2013ApJ...764L..22M,Pal 2008,http://adsabs.harvard.edu/abs/2008ApJ...680.1450P
HAT-P-8 b,411.0512925579994,17.231953108365975,17.231953108365975,17.231953108365975,16.81347109640802,0.7846286511657077,0.7846286511657077,0.7846286511657077,0.568,0.048,0.048,0.048,0.0449613,0.000749354,0.000749354,0.000749354,3.076337,0,1.28,0.04,0.04,0.04,1.58,0.08,0.06000000000000001,0.07,,6200,80,80,80,4.15,0.01,0.08,0.08,0.08,11.5,,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L
HAT-P-9 b,246.81669825248565,28.393863191724414,28.393863191724414,28.393863191724414,15.692573023314152,0.6725388438563208,0.6725388438563208,0.6725388438563208,0.35,0.06,0.06,0.06,0.0528645,0.00178968,0.00178968,0.00178968,3.92289,0,1.28,0.13,0.13,0.13,1.32,0.07,0.07,0.07,,6350,150,150,150,4.29,0.12,0.2,0.2,0.2,11.9,,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S
HATS-1 b,592.750227478156,80.22644722305915,80.22644722305915,80.22644722305915,14.594092911682162,1.8158548784120663,1.0984801116319907,1.4571674950220284,1.03,0.25,0.25,0.25,0.0444708,0.00081184,0.00081184,0.00081184,3.446459,0.12,0.986,0.054,0.054,0.054,1.038,0.128,0.07500000000000001,0.1015,,5870,100,100,100,4.4,-0.06,0.12,0.12,0.12,2.52,,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P
HATS-2 b,428.7822813096314,48.34340258109872,48.34340258109872,48.34340258109872,13.092089493736378,0.3362694219281604,0.3362694219281604,0.3362694219281604,3.39,0.05,0.05,0.05,0.0229834,0.000383057,0.000383057,0.000383057,1.354133,0,0.882,0.037,0.037,0.037,0.898,0.019,0.019,0.019,,5227,95,95,95,4.48,0.15,0.05,0.05,0.05,1.5,,Mohler-Fischer 2013,http://arxiv.org/abs/1304.2140,Mohler-Fischer 2013,http://arxiv.org/abs/1304.2140
HD 149026 b,114.88148834990459,4.9575259766998085,4.9575259766998085,4.9575259766998085,7.3306733980338965,0.6725388438563208,0.5156131136231793,0.59407597873975,1.59,0.38,0.36,0.37,0.0431325,0.000718875,0.000718875,0.000718875,2.8758911,0,1.294,0.06,0.05,0.055,1.368,0.12,0.08300000000000002,0.1015,0.3451,6160,50,50,50,4.278,0.36,0.08,0.08,0.08,6,,Carter 2009,http://adsabs.harvard.edu/abs/2009ApJ...696..241C,Sato 2005,http://adsabs.harvard.edu/abs/2005ApJ...633..465S
HD 17156 b,1049.6688133976097,35.45562117103545,35.45562117103545,35.45562117103545,11.433160345557454,0.8967184584750945,0.8967184584750945,0.8967184584750945,3.78,0.06,0.06,0.06,0.163197,0.00271996,0.00271996,0.00271996,21.21663,0.6819,1.285,0.026,0.026,0.026,1.507,0.012,0.012,0.012,0.5301,6079,56,56,56,4.191,0.24,0.03,0.03,0.03,2.8,0.15,Barbieri 2009,http://adsabs.harvard.edu/abs/2009A%26A...503..601B,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F
HD 189733 b,363.45507683037056,17.87693013960028,17.87693013960028,17.87693013960028,12.755820071808216,0.30264247973534436,0.30264247973534436,0.30264247973534436,0.963,0.088,0.07900000000000001,0.0835,0.0309953,0.000615292,0.000615292,0.000615292,2.21857567,0,0.806,0.048,0.048,0.048,0.756,0.018,0.018,0.018,1.907,5040,50,50,50,4.587,-0.03,0.08,0.08,0.08,3.5,,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B
HD 209458 b,219.18095480566433,7.5149962488701405,7.5149962488701405,7.5149962488701405,15.233004813345666,0.1681347109640802,0.1681347109640802,0.1681347109640802,0.338,0.015,0.015,0.015,0.047235,0.000787249,0.000787249,0.000787249,3.52474859,0,1.131,0.0259999,0.024000100000000003,0.025,1.155,0.014,0.016,0.015,,6065,50,50,50,4.361,0,0.05,0.05,0.05,4.49008,0.154471,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Henry 2000 ; Charbonneau 2000,http://adsabs.harvard.edu/abs/2000ApJ...529L..41H ; http://adsabs.harvard.edu/abs/2000ApJ...529L..45C
HD 80606 b,1236.478239429547,59.775901727427936,59.775901727427936,59.775901727427936,11.5340411721359,0.19055267242595758,0.19055267242595758,0.19055267242595758,7.94618,0.694515,0.694515,0.694515,0.447343,0.0093391,0.0093391,0.0093391,111.4367,0.934,0.958,0.072,0.048,0.06,0.98,0.07,0.07,0.07,,5572.51,44,44,44,4.43883,0.342509,0.03,0.03,0.03,1.79781,0.149295,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...498L...5M,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375L..27N
HD 97658 b,7.862465150145625,0.7300247564527468,0.7300247564527468,0.7300247564527468,2.33999802637149,0.18010926507894198,0.1498898530283313,0.16499955905363667,3.44,0.91,0.82,0.865,0.0796373,0.00132732,0.00132732,0.00132732,9.4909,0.064,0.748,0.034,0.032,0.033,0.703,0.039,0.033999999999999996,0.0365,3.04,5119,80,80,80,4.618,-0.3,0.08,0.08,0.08,0.5,0.183,Dragomir 2013,http://adsabs.harvard.edu/abs/2013arXiv1305.7260D,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H
HR 8799 b,2224.7162800040173,1271.2664457165813,635.6332228582907,953.4498342874359,13.450776877126417,1.120898073093868,1.120898073093868,1.120898073093868,,,,,67.4293,,,,164253,0,1.516,0.038,0.024,0.031,1.44,0.06,0.06,0.06,,7193,87,87,87,,-0.47,,,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M
HR 8799 c,3019.2578085768805,476.72491714371796,476.72491714371796,476.72491714371796,13.450776877126417,1.120898073093868,1.120898073093868,1.120898073093868,,,,,42.4842,,,,82145,0,1.516,0.038,0.024,0.031,1.44,0.06,0.06,0.06,,7193,87,87,87,,-0.47,,,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M
HR 8799 d,3019.2578085768805,476.72491714371796,476.72491714371796,476.72491714371796,15.356303601385992,0.44835922923754723,0.44835922923754723,0.44835922923754723,,,,,26.7553,,,,41054,0.1,1.516,0.038,0.024,0.031,1.44,0.06,0.06,0.06,,7193,87,87,87,,-0.47,,,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M
KELT-2 A b,483.2846520036156,28.523627714170935,28.523627714170935,28.523627714170935,14.414749219987144,0.7285837475110142,0.526822094354118,0.6277029209325661,0.948085,0.135916,0.135916,0.135916,0.0549707,0.000916178,0.000916178,0.000916178,4.1137912,0,1.308,0.028,0.024999999999999998,0.0265,1.828,0.07,0.03399999999999999,0.052,,6151,49,50,49.5,4.03,-0.018,0.069,0.069,0.069,9,,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B
KELT-3 b,464.533471929296,20.97589635432359,20.97589635432359,20.97589635432359,15.221795832614728,0.7622106897038303,0.773419670434769,0.7678151800692997,0.721,0.11,0.09000000000000001,0.1,0.0412729,0.00066,0.000715764,0.000687882,2.70339,0,1.282,0.062,0.06,0.061,1.482,0.062,0.064,0.063,0.556,6304,49,49,49,4.204,0.048,0.079,0.081,0.08,,,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P
KOI-200 b,212.01863965049714,28.739107376719893,28.739107376719893,28.739107376719893,14.795854564839058,1.5692573023314154,1.5692573023314154,1.5692573023314154,0.37,0.13,0.13,0.13,0.0827067,0.00246151,0.00246151,0.00246151,7.340718,0.287,1.4,0.14,0.10999999999999999,0.125,1.51,0.14,0.14,0.14,0.58,6050,110,110,110,4.2,0.34,0.14,0.14,0.14,5,,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
KOI-889 b,3173.3321236316156,158.14236768102842,158.14236768102842,158.14236768102842,11.54525015286684,0.6725388438563208,0.6725388438563208,0.6725388438563208,11,2,2,2,0.0807413,0.00183503,0.00183503,0.00183503,8.884924,0.569,0.88,0.06,0.06,0.06,0.88,0.04,0.04,0.04,1.79,5330,120,120,120,4.5,-0.07,0.15,0.15,0.15,3.5,,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-10 b,4.539183971075625,1.2484821728432258,1.2484821728432258,1.2484821728432258,1.4159969087972906,0.03299991181072733,0.035999883413555755,0.03449989761214154,8.8,2.1,2.9,2.5,0.0167573,0.000374465,0.000374465,0.000374465,0.837495,0,0.895,0.06,0.06,0.06,1.056,0.021,0.021,0.021,,5627,44,44,44,4.341,-0.15,0.04,0.04,0.04,0.5,,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B
Kepler-11 b,1.8999204157878875,1.3999503916842422,0.99994640453952,1.199948398111881,1.7979205092425643,0.030264247973534438,0.05044041328922406,0.040352330631379246,1.72,1.25,0.9100000000000001,1.08,0.0914497,0.00152417,0.00152417,0.00152417,10.3039,0.045,0.961,0.025,0.025,0.025,1.065,0.017,0.022,0.0195,1.122,5663,55,66,60.5,4.366,0.0182,0.0015,0.0017000000000000001,0.0016,0.4,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
Kepler-11 c,2.8998763548257505,2.8998763548257505,1.5999364944260321,2.2499064246258915,2.867436614665809,0.049955400692996345,0.05994641357771124,0.0549509071353538,0.66,0.66,0.35,0.505,0.106909,0.00178182,0.00178182,0.00178182,13.0241,0.0256125,0.961,0.025,0.025,0.025,1.065,0.017,0.022,0.0195,1.122,5663,55,66,60.5,4.366,0.0182,0.0015,0.0017000000000000001,0.0016,0.4,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
Kepler-11 d,7.299707276288038,0.7999666581299588,1.4999386758059654,1.1499526669679623,3.117217541274047,0.05994641357771123,0.06993742646242612,0.06494192002006867,1.28,0.14,0.26999999999999996,0.205,0.154764,0.0025794,0.0025794,0.0025794,22.6845,0.0036055,0.961,0.025,0.025,0.025,1.065,0.017,0.022,0.0195,1.122,5663,55,66,60.5,4.366,0.0182,0.0015,0.0017000000000000001,0.0016,0.4,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
Kepler-11 e,8.400274420006024,2.4980385658330824,1.9005433363462887,2.199290951089685,4.185175598375692,0.0699193800034493,0.08989647382135747,0.07990792691240338,0.58,0.11,0.16000000000000003,0.135,0.19466,0.00324434,0.00324434,0.00324434,31.9996,0.012,0.961,0.025,0.025,0.025,1.1,0.1,0.1,0.1,1.122,5663,55,60,57.5,4.366,0,0.1,0.1,0.1,0.4,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
Kepler-11 f,2.297912623782264,2.199656440192829,1.2003456688761673,1.7000010545344981,2.4871383164265217,0.03995396345620169,0.0699193800034493,0.0549366717298255,0.69,0.32,0.29,0.305,0.250413,0.00417356,0.00417356,0.00417356,46.6888,0.013,0.961,0.025,0.025,0.025,1.065,0.017,0.022,0.0195,1.122,5663,55,60,57.5,4.366,0,0.1,0.1,0.1,0.4,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
Kepler-12 b,137.2827922064879,13.204612789996986,13.204612789996986,13.204612789996986,18.999222338941063,0.31385146046628304,0.35868738339003775,0.3362694219281604,0.111,0.011,0.009000000000000001,0.01,0.0556348,0.000927246,0.000927246,0.000927246,4.4379637,0,1.166,0.051,0.054,0.0525,1.483,0.025,0.028999999999999998,0.027,0.4956,5947,100,100,100,4.175,0.07,0.04,0.04,0.04,0.8,,Fortney 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....9F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-14 b,2671.7030968163103,93.30364733353419,93.30364733353419,93.30364733353419,12.73340211034634,0.8182555933585236,0.6052849594706888,0.7117702764146062,7.1,1.1,1.1,1.1,0.0806879,0.0013448,0.0013448,0.0013448,6.790123,0.0350051,1.512,0.043,0.043,0.043,2.048,0.112,0.084,0.098,,6395,60,60,60,3.994,0.12,0.06,0.06,0.06,7.9,,Bucchave 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....3B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-15 b,210.53157572562014,25.09788245957618,25.09788245957618,25.09788245957618,10.760621501701133,0.7846286511657077,0.6725388438563208,0.7285837475110142,0.93,0.018,0.382,0.2,0.0571382,0.000952303,0.000952303,0.000952303,4.942782,0.133933,1.018,0.044,0.032,0.038,0.992,0.058,0.07,0.064,1.47,5515,122,130,126,4.46,0.36,0.07,0.07,0.07,2,,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-16 b,105.83293160590539,5.085065782866325,5.085065782866325,5.085065782866325,8.449329674981577,0.02914334990044057,0.025780655681158966,0.027462002790799765,1.03091,0.0505427,0.0505427,0.0505427,0.646795,0.0107801,0.0107801,0.0107801,228.776,0.0069,0.6897,0.0035,0.0034,0.00345,0.6489,0.0013,0.0013,0.0013,3.563,4450,150,150,150,4.6527,-0.3,0.2,0.2,0.2,,,Doyle 2011,http://adsabs.harvard.edu/abs/2011Sci...333.1602D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-17 b,788.0040408757657,32.431596113287135,32.431596113287135,32.431596113287135,14.907944372148444,0.44835922923754723,0.44835922923754723,0.44835922923754723,1.3,0.14,0.14,0.14,0.0267923,0.000461936,0.000461936,0.000461936,1.4857108,0,1.16,0.06,0.06,0.06,1.05,0.03,0.03,0.03,1.415,5781,85,85,85,4.53,0.26,0.1,0.1,0.1,6,,Desert 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...14D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-18 b,6.991965451441196,3.495982725720598,3.495982725720598,3.495982725720598,2.0000184318213887,0.09998410811997303,0.09998410811997303,0.09998410811997303,4.9,2.4,2.4,2.4,0.0447299,0.000745498,0.000745498,0.000745498,3.504725,0,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,1.01,5383,44,44,44,4.41,0.2,0.04,0.04,0.04,0.4,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-18 c,17.289223661745506,1.906899668574872,1.906899668574872,1.906899668574872,5.489990627302801,0.25999903344256126,0.25999903344256126,0.25999903344256126,0.59,0.07,0.07,0.07,0.0752115,0.00125353,0.00125353,0.00125353,7.64159,0.000338541,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,1.01,5383,44,44,44,4.41,0.2,0.04,0.04,0.04,0.4,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-18 d,16.3993371497439,1.3983930902882393,1.3983930902882393,1.3983930902882393,6.97998922688575,0.32999911810727334,0.32999911810727334,0.32999911810727334,0.27,0.03,0.03,0.03,0.117171,0.00195285,0.00195285,0.00195285,14.85888,0.000521567,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,1.01,5383,44,44,44,4.41,0.2,0.04,0.04,0.04,0.4,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-20 b,8.474452817113589,2.1221060088380033,2.1221060088380033,2.1221060088380033,1.9082953425001177,0.11989237879619323,0.2098130640159295,0.16485272140606136,6.5,2,2.7,2.35,0.0453704,0.000756174,0.000756174,0.000756174,3.6961219,0,0.912,0.034,0.034,0.034,0.944,0.06,0.095,0.0775,1.51,5466,93,93,93,4.4,0.02,0.04,0.04,0.04,,,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-20 c,15.733765602088983,3.3142234056442703,3.3142234056442703,3.3142234056442703,3.0672591141562533,0.19982137859237076,0.30972319286307837,0.25477228572772453,2.91,0.85,1.08,0.965,0.0930411,0.00155068,0.00155068,0.00155068,10.854092,0,0.912,0.034,0.034,0.034,0.944,0.06,0.095,0.0775,1.51,5466,93,93,93,4.4,0.02,0.04,0.04,0.04,,,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
