NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,A,AUPPER,ALOWER,UA,PER,ECC,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RHOSTAR,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,LOGG,FE,FEUPPER,FELOWER,UFE,VSINI,SHK,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mearth,mearth,mearth,mearth,rearth,rearth,rearth,rearth,g/cm^3,g/cm^3,g/cm^3,g/cm^3,au,au,au,au,day,,msun,msun,msun,msun,rsun,rsun,rsun,rsun,g/cm^3,k,k,k,k,,,,,,km/s,,,,,
Kepler-20 d,7.52796316661645,7.218473350406748,7.218473350406748,7.218473350406748,2.7475453567676893,0.16984856411784074,0.2997315074395196,0.23479003577868016,2.035,4.07,0,2.035,0.345324,0.0057554,0.0057554,0.0057554,77.61184,0,0.912,0.034,0.034,0.034,0.944,0.06,0.095,0.0775,1.51,5466,93,93,93,4.4,0.02,0.04,0.04,0.04,,,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-30 b,11.30060525258612,1.4000743401626996,1.4000743401626996,1.4000743401626996,3.8965219265925586,0.19982137859237076,0.19982137859237076,0.19982137859237076,1.02,0.13,0.13,0.13,0.185524,0.00499738,0.00499738,0.00499738,29.334,0.042,0.99,0.08,0.08,0.08,0.95,0.12,0.12,0.12,2,5498,54,54,54,4.77,0.18,0.27,0.27,0.27,1.94,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012Natur.487..449S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-30 c,640.0349829265843,50.00272310937029,50.00272310937029,50.00272310937029,12.288966024364623,0.3996427571847415,0.3996427571847415,0.3996427571847415,1.88,0.17,0.17,0.17,0.300013,0.00808117,0.00808117,0.00808117,60.3231,0.0111,0.99,0.08,0.08,0.08,0.95,0.12,0.12,0.12,2,5498,54,54,54,4.77,0.18,0.27,0.27,0.27,1.94,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-30 d,23.10119959827257,2.70014132720699,2.70014132720699,2.70014132720699,8.792145141656606,0.4995540069299634,0.4995540069299634,0.4995540069299634,0.19,0.02,0.02,0.02,0.534239,0.0143903,0.0143903,0.0143903,143.343,0.022,0.99,0.08,0.08,0.08,0.95,0.12,0.12,0.12,2,5498,54,54,54,4.77,0.18,0.27,0.27,0.27,1.94,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012Natur.487..449S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-34 b,69.92092578085769,3.495982725720598,3.1781661142914537,3.3370744200060263,8.563661278437152,0.15692573023314152,0.13450776877126414,0.14571674950220284,0.613,0.045,0.040999999999999995,0.043,0.86856,0.0144767,0.0144767,0.0144767,288.822,0.182,1.0479,0.0033,0.003,0.00315,1.1618,0.0027,0.0030999999999999995,0.0029,,,,,,,,,,,,,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W
Kepler-35 b,40.36620563422718,6.3563322285829065,6.3563322285829065,6.3563322285829065,8.160137972123358,0.15692573023314152,0.15692573023314152,0.15692573023314152,0.41,0.07,0.069,0.0695,0.48628,0.00810778,0.00810778,0.00810778,131.458,0.042,0.8877,0.0051,0.005299999999999999,0.0052,1.0284,0.002,0.0018999999999999998,0.00195,,,,,,,,,,,,,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W
Kepler-36 b,4.461477809581199,0.3308502706638546,0.2706952137189917,0.30077274219142314,1.484674333735752,0.03496876927611671,0.03496876927611671,0.03496876927611671,7.46,0.74,0.5900000000000001,0.665,0.115423,0.00192372,0.00192372,0.00192372,13.83989,0,1.071,0.043,0.043,0.043,1.626,0.019,0.019,0.019,0.3508,5911,66,66,66,,,,,,,,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-36 c,8.100827608717486,0.6015442131164004,0.46118368484483274,0.5313639489806166,3.6757162151737974,0.05395173859299791,0.05395173859299791,0.05395173859299791,0.89,0.07,0.04999999999999999,0.06,0.128401,0.00214002,0.00214002,0.00214002,16.23855,0,1.071,0.043,0.043,0.043,1.626,0.019,0.019,0.019,0.3508,5911,66,66,66,,,,,,,,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C
Kepler-39 b,5778.064904087576,228.13257748317764,228.13257748317764,228.13257748317764,13.67495649174519,1.3450776877126416,1.120898073093868,1.2329878804032548,12.4,3.4,2.6,3,0.155007,0.00305317,0.00305317,0.00305317,21.0874,0.121,1.1,0.07,0.06,0.065,1.39,0.11,0.09999999999999999,0.105,0.57,6260,140,140,140,4.1,-0.29,0.1,0.1,0.1,16,,Bouchy 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..83B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-4 b,24.54430948578889,4.074250050215928,4.074250050215928,4.074250050215928,4.001606120945109,0.21297063388783494,0.21297063388783494,0.21297063388783494,1.91,0.36,0.45000000000000007,0.405,0.0455763,0.000894387,0.000894387,0.000894387,3.21346,0,1.223,0.053,0.091,0.072,1.487,0.071,0.084,0.0775,,5857,120,120,120,4.25,0.17,0.06,0.06,0.06,2.1,,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B
Kepler-40 b,691.8359124234206,106.87155629205584,106.87155629205584,106.87155629205584,13.114507455198254,0.44835922923754723,0.44835922923754723,0.44835922923754723,1.68,0.53,0.42999999999999994,0.48,0.0806644,0.00134442,0.00134442,0.00134442,6.87349,0,1.48,0.06,0.06,0.06,2.13,0.06,0.06,0.06,,6510,100,100,100,3.94,0.1,0.15,0.1,0.125,9,,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S
Kepler-41 b,156.85679948779753,22.62399795621171,22.62399795621171,22.62399795621171,9.42675279471943,0.35868738339003775,0.35868738339003775,0.35868738339003775,1.02,0.18,0.18,0.18,0.0289537,0.000924056,0.000924056,0.000924056,1.855558,0,0.94,0.09,0.09,0.09,0.966,0.032,0.032,0.032,,5660,100,100,100,4.44,-0.09,0.16,0.16,0.16,4.5,,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-43 b,1027.0021326704832,58.42390986240835,58.42390986240835,58.42390986240835,13.450776877126417,0.6725388438563208,0.6725388438563208,0.6725388438563208,2.33,0.36,0.36,0.36,0.0449294,0.00102112,0.00102112,0.00102112,3.024095,0,1.32,0.09,0.09,0.09,1.42,0.07,0.07,0.07,0.65,6041,143,143,143,4.26,0.33,0.11,0.11,0.11,5.5,,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-44 b,324.51936376418604,22.26797978808878,22.26797978808878,22.26797978808878,13.899136106363963,0.7846286511657077,0.7846286511657077,0.7846286511657077,0.65,0.12,0.12,0.12,0.0454854,0.0012741,0.0012741,0.0012741,3.24674,0,1.19,0.1,0.1,0.1,1.52,0.09,0.09,0.09,0.48,5757,134,134,134,4.15,0.26,0.1,0.1,0.1,4,,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-45 b,162.5628789293964,18.432441794717285,18.432441794717285,18.432441794717285,10.760621501701133,1.2329878804032548,1.2329878804032548,1.2329878804032548,0.76661,0.277525,0.277525,0.277525,0.0298817,0.00101294,0.00101294,0.00101294,2.455239,0.11,0.59,0.06,0.06,0.06,0.55,0.11,0.11,0.11,5.632,3820,90,90,90,4.7,0.13,0.13,0.13,0.13,,,Johnson 2012,http://adsabs.harvard.edu/abs/2012AJ....143..111J,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-5 b,672.7001742492719,23.853185482575075,23.853185482575075,23.853185482575075,16.040051425973253,0.5212176039886486,0.5212176039886486,0.5212176039886486,0.894,0.079,0.079,0.079,0.0506416,0.000844027,0.000844027,0.000844027,3.54846,0,1.374,0.04,0.059000000000000004,0.0495,1.793,0.043,0.062,0.0525,,6297,60,60,60,3.96,0.04,0.06,0.06,0.06,4.8,,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K
Kepler-6 b,212.73881209199558,9.835121075625187,9.835121075625187,9.835121075625187,14.829481507031874,0.2914334990044057,0.3250604411972217,0.3082469701008137,0.352,0.018,0.022000000000000002,0.02,0.0456089,0.000760149,0.000760149,0.000760149,3.234723,0,1.209,0.044,0.038000000000000006,0.041,1.391,0.017,0.027999999999999997,0.0225,,5647,44,44,44,4.236,0.34,0.04,0.04,0.04,3,,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D
Kepler-68 b,8.321392337049312,2.205666352314954,2.4061832087978305,2.305924780556392,2.307940341481005,0.05994641357771123,0.0899196764114705,0.07493304499459087,3.32,0.86,0.9800000000000001,0.92,0.061775,0.00102958,0.00102958,0.00102958,5.398763,0,1.079,0.051,0.051,0.051,1.243,0.019,0.019,0.019,0.7903,5793,74,74,74,4.281,0.12,0.074,0.074,0.074,0.5,,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-68 c,4.812379130260117,2.5057615094908106,3.60995176257909,3.05785663603495,0.9521491099857324,0.036966994271021146,0.04196238862357129,0.03946469144729622,28,13,23,18,0.0907019,0.0015117,0.0015117,0.0015117,9.605085,0,1.079,0.051,0.051,0.051,1.243,0.019,0.019,0.019,0.7903,5793,74,74,74,4.281,0.12,0.074,0.074,0.074,0.5,,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B
Kepler-7 b,139.12676418599978,12.238640981219243,12.238640981219243,12.238640981219243,16.56687352032737,0.560449036546934,0.5716580172778727,0.5660535269124034,0.166,0.019,0.02,0.0195,0.0622369,0.00103728,0.00103728,0.00103728,4.885525,0,1.347,0.000049446,0.125950554,0.063,1.843,0.048,0.066,0.057,0.304,5933,44,44,44,3.98,0.11,0.03,0.03,0.03,4.2,,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L
Kepler-77 b,136.96529341167016,10.939374892035753,10.939374892035753,10.939374892035753,10.760621501701133,0.17934369169501888,0.17934369169501888,0.17934369169501888,0.603,0.066,0.066,0.066,0.0450195,0.000750325,0.000750325,0.000750325,3.57878087,0,0.95,0.04,0.04,0.04,0.99,0.02,0.02,0.02,,5520,60,60,60,4.42,0.2,0.05,0.05,0.05,1.5,,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G
Kepler-8 b,186.15853761173042,33.15113292156272,33.15113292156272,33.15113292156272,15.905543657201987,0.6277029209325661,0.6501208823944434,0.6389119016635048,0.261,0.071,0.071,0.071,0.0483278,0.000863234,0.000863234,0.000863234,3.52254,0,1.213,0.067,0.063,0.065,1.486,0.053,0.062000000000000006,0.0575,0.373,6213,150,150,150,4.174,-0.055,0.03,0.03,0.03,10.5,,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J
Kepler-9 b,79.11885633222857,6.670366822336044,6.670366822336044,6.670366822336044,9.437961775450368,0.773419670434769,0.773419670434769,0.773419670434769,0.524,0.132,0.132,0.132,0.140548,0.00468494,0.00468494,0.00468494,19.243158,0.150841,1,0.1,0.1,0.1,1.1,0.09,0.09,0.09,,,,,,,0.17,,,,,,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H
Kepler-9 c,53.60644566636537,5.52174580696997,5.52174580696997,5.52174580696997,9.224991141562533,0.7510017089728915,0.7510017089728915,0.7510017089728915,0.383,0.098,0.098,0.098,0.22473,0.00749099,0.00749099,0.00749099,38.90861,0.132575,1,0.1,0.1,0.1,1.1,0.09,0.09,0.09,,,,,,,0.17,,,,,,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H
OGLE-TR-10 b,197.0462990860701,44.494325600080344,44.494325600080344,44.494325600080344,14.01122591367335,1.5692573023314154,1.3450776877126416,1.4571674950220284,0.4,0.18,0.12,0.15,0.0434855,,,,3.101278,0,1.14,0.11,0.11,0.11,1.17,0.13,0.10999999999999999,0.12,0.735714,5950,130,130,130,4.358,0.15,0.15,0.15,0.15,3,,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2005,http://adsabs.harvard.edu/abs/2005ApJ...624..372K
OGLE-TR-111 b,174.79913628602995,31.781661142914533,31.781661142914533,31.781661142914533,11.780638748216553,0.6389119016635048,0.59407597873975,0.6164939402016274,0.59,0.16,0.12999999999999998,0.145,0.0468862,,,,4.0161,0,0.852,0.055,0.055,0.055,0.831,0.045,0.04000000000000001,0.0425,1.47857,5040,80,80,80,4.529,0.19,0.07,0.07,0.07,0,,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Pont 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..15P
OGLE-TR-113 b,400.4489304007231,50.85065782866325,50.85065782866325,50.85065782866325,12.251415938915978,0.31385146046628304,0.24659757608065103,0.280224518273467,1.2,0.17,0.15,0.16,0.0228946,,,,1.4324752,0,0.779,0.016,0.016,0.016,0.774,0.02,0.011,0.0155,1.71071,4790,75,75,75,4.552,0.09,0.08,0.08,0.08,0,,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2004; Bouchy 2004,http://adsabs.harvard.edu/abs/2004ApJ...609L..37K ; http://adsabs.harvard.edu/abs/2004A%26A...421L..13B
OGLE-TR-132 b,375.02360148639144,44.494325600080344,44.494325600080344,44.494325600080344,13.450776877126417,1.6813471096408021,1.232987880403255,1.4571674950220284,0.85,0.32,0.24000000000000005,0.28,0.0303507,,,,1.689868,0,1.305,0.071,0.071,0.071,1.32,0.17,0.11999999999999997,0.145,0.514,6210,75,75,75,4.313,0.37,0.1,0.1,0.1,0,,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B
OGLE-TR-182 b,325.6031184091593,47.253291603896756,47.253291603896756,47.253291603896756,12.666148225960708,2.690155375425283,1.5692573023314154,2.129706338878349,0.9415,0.497762,0.497762,0.497762,0.0513517,0.000855862,0.000855862,0.000855862,3.9791,0,1.14,0.05,0.05,0.05,1.14,0.23,0.05999999999999997,0.145,,5924,64,64,64,4.47,,0,0,0,0,,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P
OGLE-TR-211 b,240.67521005322888,47.3988516119313,47.3988516119313,47.3988516119313,15.244213794076606,2.0176165315689625,1.0088082657844815,1.513212398676722,0.661909,0.246284,0.246284,0.246284,0.0512842,0.000854736,0.000854736,0.000854736,3.67724,0,1.33,0.05,0.05,0.05,1.64,0.21,0.07000000000000003,0.14,,6325,91,91,91,4.22,0.11,0.1,0.1,0.1,0,,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U
OGLE-TR-56 b,441.765089886512,57.20699005724616,57.20699005724616,57.20699005724616,15.277840736269422,1.0312262272463586,1.0088082657844812,1.0200172465154198,0.68,0.18,0.14,0.16,0.0238309,,,,1.2119189,0,1.228,0.072,0.078,0.075,1.363,0.089,0.086,0.0875,0.481429,6050,100,100,100,4.258,0.22,0.1,0.1,0.1,0,,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2003,http://adsabs.harvard.edu/abs/2003Natur.421..507K
OGLE2-TR-L9 b,1453.826663653711,479.58526664658024,479.58526664658024,479.58526664658024,18.046458976811277,0.44835922923754723,0.44835922923754723,0.44835922923754723,2.4027,0.838079,0.838079,0.838079,0.0413279,0.00072505,0.00072505,0.00072505,2.4855335,0,1.52,0.08,0.08,0.08,1.53,0.04,0.04,0.04,0.426,6933,58,58,58,4.25,0,0,0,0,39.33,,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S
Qatar-1 b,346.3533649693683,27.02149928191222,27.02149928191222,27.02149928191222,13.047253570812622,0.5044041328922406,0.5044041328922406,0.5044041328922406,0.9177,0.13034,0.11171999999999999,0.12103,0.0234308,0.000390514,0.000390514,0.000390514,1.420033,0,0.85,0.03,0.03,0.03,0.823,0.025,0.025,0.025,2.128,4861,125,125,125,4.536,0.2,0.1,0.1,0.1,2.1,,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A
Qatar-2 b,789.4850662850256,27.593124239228686,27.593124239228686,27.593124239228686,12.823073956193848,0.39231432558285384,0.39231432558285384,0.39231432558285384,2.20116,0.17238,0.17238,0.17238,0.0215077,0.000358461,0.000358461,0.000358461,1.3371182,0,0.74,0.037,0.037,0.037,0.713,0.018,0.018,0.018,2.8905,4645,50,50,50,4.601,0,,,,2.8,,Bryan 2012,http://adsabs.harvard.edu/abs/2012ApJ...750...84B,Bryan 2012,http://adsabs.harvard.edu/abs/2012ApJ...750...84B
TrES-1 b,239.151915034649,15.139734573666766,15.139734573666766,15.139734573666766,11.959982439911572,0.24659757608065097,0.23538859534971224,0.24099308571518163,0.769,0.069,0.065,0.067,0.0392516,0.000654194,0.000654194,0.000654194,3.030065,0,0.878,0.038,0.04,0.039,0.807,0.017,0.016,0.0165,2.4,5230,50,50,50,4.567,0.02,0.05,0.05,0.05,10.3528,,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A
TrES-2 b,381.60558350908906,16.60359788590941,16.60359788590941,16.60359788590941,13.719792414668945,0.4595682099684859,0.4595682099684859,0.4595682099684859,0.813,0.096,0.08199999999999999,0.089,0.0355765,0.0007359,0.0007359,0.0007359,2.47063,0,0.983,0.063,0.059,0.061,1.003,0.033,0.033,0.033,1.3233,5850,50,50,50,4.427,-0.15,0.1,0.1,0.1,2,,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O
TrES-3 b,607.0297278296675,23.836245857185897,25.425328914331626,24.63078738575876,14.975198256534076,0.3474784026590991,0.4147322870447312,0.38110534485191516,0.994,0.095,0.07799999999999999,0.0865,0.0227178,,,,1.30618581,0,0.915,0.031,0.020999999999999998,0.026,0.812,0.014,0.025,0.0195,1.64571,5650,75,75,75,4.581,-0.19,0.08,0.08,0.08,1,,Sozzetti 2009,http://adsabs.harvard.edu/abs/2009ApJ...691.1145S,O'Donovan 2007,http://adsabs.harvard.edu/abs/2007ApJ...663L..37O
TrES-4 b,293.98036557195945,26.060962137189918,26.060962137189918,26.060962137189918,19.985612643263668,1.0424352079772972,0.9639723428607265,1.003203775419012,0.213,0.03,0.027000000000000003,0.0285,0.0509243,0.000848739,0.000848739,0.000848739,3.553945,0,1.394,0.06,0.05600000000000001,0.058,1.816,0.065,0.062,0.0635,0.328,6200,75,75,75,4.064,0.14,0.09,0.09,0.09,9.5,,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M
TrES-5 b,565.1097167821632,25.456506723912824,25.456506723912824,25.456506723912824,13.551657703704864,0.2353885953497123,0.2353885953497123,0.2353885953497123,1.25,0.08,0.08,0.08,0.0245157,0.000408595,0.000408595,0.000408595,1.4822446,0,0.893,0.024,0.024,0.024,0.866,0.013,0.013,0.013,,5171,36,36,36,4.513,0.2,0.08,0.08,0.08,3.8,,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M
WASP-1 b,291.75564929195536,28.921311640052224,28.921311640052224,28.921311640052224,16.99281478810304,0.5828669980088114,2.7798272212727926,1.6813471096408021,0.328,0.048,0.041999999999999996,0.045,0.0385203,0.000642005,0.000642005,0.000642005,2.5199449,0,1.2,0.03,0.03,0.03,1.517,0.052,0.045000000000000005,0.0485,,6110,45,45,45,4.19,0.26,0.08,0.08,0.08,5.77,,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C
WASP-10 b,1014.2926463794314,36.82731766596365,36.82731766596365,36.82731766596365,12.105699189413777,0.22417961461877361,0.22417961461877361,0.22417961461877361,3.11,0.2,0.2,0.2,0.0384536,0.000640893,0.000640893,0.000640893,3.0927616,0.0507142,0.79,0.02,0.030000000000000002,0.025,0.698,0.012,0.012,0.012,1.51,4675,100,100,100,4.4,0.03,0.2,0.2,0.2,3,,Johnson 2009,http://adsabs.harvard.edu/abs/2009ApJ...692L.100J,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C
WASP-11 b,171.54310510193832,16.485242979813194,16.485242979813194,16.485242979813194,10.2001724651542,0.6725388438563208,0.3362694219281604,0.5044041328922406,0.9177,0.0931,0.14629999999999999,0.1197,0.0436466,0.000727443,0.000727443,0.000727443,3.722465,0,0.8,0.03,0.020000000000000004,0.025,0.74,0.04,0.030000000000000006,0.035,,4800,100,100,100,4.45,0,0.2,0.2,0.2,0.5,,West 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W,West 2009 ; Bakos 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W ; http://adsabs.harvard.edu/abs/2009ApJ...696.1950B
WASP-12 b,432.43081600883795,16.183793923872653,16.183793923872653,16.183793923872653,20.06407550838024,1.0088082657844812,1.0088082657844812,1.0088082657844812,0.32,0.033,0.033,0.033,0.0225329,0.000375549,0.000375549,0.000375549,1.09142245,0.049,1.28,0.05,0.05,0.05,1.63,0.08,0.08,0.08,0.35,6300,200,100,150,4.38,0.3,0.05,0.15000000000000002,0.1,2.2,,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M,Hebb 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H
WASP-13 b,152.35683408657226,19.59984577181882,19.59984577181882,19.59984577181882,15.569274235273827,0.5044041328922406,0.6277029209325662,0.5660535269124034,0.22211,0.02261,0.029259999999999998,0.025935,0.0537035,0.000895058,0.000895058,0.000895058,4.353011,0,1.09,0.05,0.05,0.05,1.512,0.031,0.040999999999999995,0.036,0.4032,5826,100,100,100,4.19,0,0.2,0.2,0.2,5,,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S
WASP-14 b,2444.7534327608714,93.14601029426532,93.14601029426532,93.14601029426532,14.35870431633245,0.8406735548204011,0.9191364199369718,0.8799049873786864,4.65633,0.636,0.9866,0.8113,0.0367693,0.000701704,0.000701704,0.000701704,2.243752,0.091,1.31,0.05,0.09999999999999999,0.075,1.31,0.07,0.07,0.07,0.542,6475,100,100,100,4.07,0,0.2,0.2,0.2,4.9,,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J
WASP-15 b,172.5099032339058,6.630035894345687,6.630035894345687,6.630035894345687,15.45718442796444,0.7510017089728915,0.6501208823944434,0.7005612956836675,0.247,0.035,0.035,0.035,0.0499436,0.000832394,0.000832394,0.000832394,3.7521,0,1.18,0.03,0.03,0.03,1.477,0.072,0.072,0.072,0.365,6300,100,100,100,4.35,-0.17,0.11,0.11,0.11,4,,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W
WASP-16 b,267.6950249071005,10.159929652505774,10.159929652505774,10.159929652505774,11.29865257678619,0.9303454006679105,0.661329863125382,0.7958376318966462,1.1039,0.1729,0.22610000000000002,0.1995,0.0417858,0.00069643,0.00069643,0.00069643,3.1186009,0,1,0.03,0.03,0.03,0.946,0.057,0.052,0.0545,1.21,5700,150,150,150,4.495,0.01,0.1,0.1,0.1,3,,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L
WASP-17 b,161.62468429245757,9.559987235110977,9.559987235110977,9.559987235110977,21.65575077217353,0.5828669980088114,1.120898073093868,0.8518825355513397,0.1915,0.05586,0.044140000000000006,0.05,0.0499354,0.000832256,0.000832256,0.000832256,3.735433,0,1.19,0.03,0.03,0.03,1.2,0.081,0.08,0.0805,0.67,6550,100,100,100,4.2,-0.25,0.09,0.09,0.09,9,,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A
WASP-18 b,3241.9201265441397,106.66529331123832,106.66529331123832,106.66529331123832,14.201778586099309,0.6949568053181981,0.5044041328922406,0.5996804691052194,10.2809,1.0374,1.6891,1.36325,0.0201401,0.000335668,0.000335668,0.000335668,0.9414529,0.00848,1.22,0.03,0.03,0.03,1.216,0.067,0.05399999999999999,0.0605,0.707,6400,100,100,100,4.367,0,0.09,0.09,0.09,11,,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H
WASP-19 b,360.21016922767893,12.50490773827458,12.50490773827458,12.50490773827458,15.535647293081011,0.35868738339003775,0.35868738339003775,0.35868738339003775,0.438,0.028,0.028,0.028,0.0163152,0.00027192,0.00027192,0.00027192,0.78884,0.0046,0.93,0.02,0.02,0.02,0.99,0.02,0.02,0.02,0.993,5500,100,100,100,4.5,0.02,0.09,0.09,0.09,4,,Hellier 2011,http://adsabs.harvard.edu/abs/2011ApJ...730L..31H,Hebb 2010,http://adsabs.harvard.edu/abs/2010ApJ...708..224H
