NAME,MSINI,MSINIUPPER,MSINILOWER,UMSINI,R,RUPPER,RLOWER,UR,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,A,AUPPER,ALOWER,UA,PER,ECC,I,FIRSTREF,FIRSTURL,ORBREF,ORBURL,DATE
#,mearth,mearth,mearth,mearth,rearth,rearth,rearth,rearth,msun,msun,msun,msun,rsun,rsun,rsun,rsun,k,k,k,k,au,au,au,au,day,,deg,,,,,
OGLE-TR-113 b,398.8852726724917,50.8141089183489,50.8141089183489,50.8141089183489,12.251415938915978,0.31385146046628304,0.24659757608065103,0.280224518273467,0.779,0.016,0.016,0.016,0.774,0.02,0.011,0.0155,4790,75,75,75,0.0228946,,,,1.4324752,0,87.8,Konacki 2004; Bouchy 2004,http://adsabs.harvard.edu/abs/2004ApJ...609L..37K ; http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,2004
OGLE-TR-132 b,371.670636235814,44.23053781259415,44.23053781259415,44.23053781259415,13.450776877126417,1.6813471096408021,1.232987880403255,1.4571674950220284,1.305,0.071,0.071,0.071,1.32,0.17,0.11999999999999997,0.145,6210,75,75,75,0.0303507,,,,1.689868,0,83.4,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,2004
OGLE-TR-182 b,324.6878065682434,47.253291603896756,47.253291603896756,47.253291603896756,12.666148225960708,2.690155375425283,1.5692573023314154,2.129706338878349,1.14,0.05,0.05,0.05,1.14,0.23,0.05999999999999997,0.145,5924,64,64,64,0.0513517,0.000855862,0.000855862,0.000855862,3.9791,0,85.7,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P,2008
OGLE-TR-211 b,239.4509804660038,47.3988516119313,47.3988516119313,47.3988516119313,15.244213794076606,2.0176165315689625,1.0088082657844815,1.513212398676722,1.33,0.05,0.05,0.05,1.64,0.21,0.07000000000000003,0.14,6325,91,91,91,0.0512842,0.000854736,0.000854736,0.000854736,3.67724,0,84.2182,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,2008
OGLE-TR-56 b,430.47624384854873,55.89472526865521,55.89472526865521,55.89472526865521,15.277840736269422,1.0312262272463586,1.0088082657844812,1.0200172465154198,1.228,0.072,0.078,0.075,1.363,0.089,0.086,0.0875,6050,100,100,100,0.0238309,,,,1.2119189,0,77.6,Konacki 2003,http://adsabs.harvard.edu/abs/2003Natur.421..507K,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,2003
OGLE2-TR-L9 b,1430.851700813498,479.58526664658024,479.58526664658024,479.58526664658024,18.046458976811277,0.44835922923754723,0.44835922923754723,0.44835922923754723,1.52,0.08,0.08,0.08,1.53,0.04,0.04,0.04,6933,58,58,58,0.0413279,0.00072505,0.00072505,0.00072505,2.4855335,0,79.8,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,2009
Qatar-1 b,344.1064015265642,27.02149928191222,27.02149928191222,27.02149928191222,13.047253570812622,0.5044041328922406,0.5044041328922406,0.5044041328922406,0.85,0.03,0.03,0.03,0.823,0.025,0.025,0.025,4861,125,125,125,0.0234308,0.000390514,0.000390514,0.000390514,1.420033,0,83.47,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,2011
Qatar-2 b,789.1386461785679,27.593124239228686,27.593124239228686,27.593124239228686,12.823073956193848,0.39231432558285384,0.39231432558285384,0.39231432558285384,0.74,0.037,0.037,0.037,0.713,0.018,0.018,0.018,4645,50,50,50,0.0215077,0.000358461,0.000358461,0.000358461,1.3371182,0,88.3,Bryan 2012,http://adsabs.harvard.edu/abs/2012ApJ...750...84B,Bryan 2012,http://adsabs.harvard.edu/abs/2012ApJ...750...84B,2012
TrES-1 b,239.151915034649,15.139734573666766,15.139734573666766,15.139734573666766,11.959982439911572,0.24659757608065097,0.23538859534971224,0.24099308571518163,0.878,0.038,0.04,0.039,0.807,0.017,0.016,0.0165,5230,50,50,50,0.0392516,0.000654194,0.000654194,0.000654194,3.030065,0,90,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,2004
TrES-2 b,379.206068092799,16.60359788590941,16.60359788590941,16.60359788590941,13.719792414668945,0.4595682099684859,0.4595682099684859,0.4595682099684859,0.983,0.063,0.059,0.061,1.003,0.033,0.033,0.033,5850,50,50,50,0.0355765,0.0007359,0.0007359,0.0007359,2.47063,0,83.57,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,2006
TrES-3 b,595.2673350406749,24.383208245455457,24.383208245455457,24.383208245455457,14.975198256534076,0.3474784026590991,0.4147322870447312,0.38110534485191516,0.915,0.031,0.020999999999999998,0.026,0.812,0.014,0.025,0.0195,5650,75,75,75,0.0227178,,,,1.30618581,0,81.85,O'Donovan 2007,http://adsabs.harvard.edu/abs/2007ApJ...663L..37O,Sozzetti 2009,http://adsabs.harvard.edu/abs/2009ApJ...691.1145S,2007
TrES-4 b,290.17260475042684,23.53006133373506,23.53006133373506,23.53006133373506,19.985612643263668,1.0424352079772972,0.9639723428607265,1.003203775419012,1.394,0.06,0.05600000000000001,0.058,1.816,0.065,0.062,0.0635,6200,75,75,75,0.0509243,0.000848739,0.000848739,0.000848739,3.553945,0,82.81,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,2007
TrES-5 b,562.5354022295871,25.456506723912824,25.456506723912824,25.456506723912824,13.551657703704864,0.2353885953497123,0.2353885953497123,0.2353885953497123,0.893,0.024,0.024,0.024,0.866,0.013,0.013,0.013,5171,36,36,36,0.0245157,0.000408595,0.000408595,0.000408595,1.4822446,0,84.529,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,2011
WASP-1 b,263.0046873556292,16.14625978206287,16.14625978206287,16.14625978206287,16.99281478810304,0.5828669980088114,2.7798272212727926,1.6813471096408021,1.2,0.03,0.03,0.03,1.517,0.052,0.045000000000000005,0.0485,6110,45,45,45,0.0385203,0.000642005,0.000642005,0.000642005,2.5199449,0,88.65,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,2007
WASP-10 b,1013.9430481068594,36.82731766596365,36.82731766596365,36.82731766596365,12.105699189413777,0.22417961461877361,0.22417961461877361,0.22417961461877361,0.79,0.02,0.030000000000000002,0.025,0.698,0.012,0.012,0.012,4675,100,100,100,0.0384536,0.000640893,0.000640893,0.000640893,3.0927616,0.0507142,88.49,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C,Johnson 2009,http://adsabs.harvard.edu/abs/2009ApJ...692L.100J,2009
WASP-11 b,171.54215165210405,16.485242979813194,16.485242979813194,16.485242979813194,10.2001724651542,0.6725388438563208,0.3362694219281604,0.5044041328922406,0.8,0.03,0.020000000000000004,0.025,0.74,0.04,0.030000000000000006,0.035,4800,100,100,100,0.0436466,0.000727443,0.000727443,0.000727443,3.722465,0,89.8,West 2009 ; Bakos 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W ; http://adsabs.harvard.edu/abs/2009ApJ...696.1950B,West 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W,2009
WASP-12 b,428.7314306518027,16.183793923872653,16.183793923872653,16.183793923872653,20.06407550838024,1.0088082657844812,1.0088082657844812,1.0088082657844812,1.28,0.05,0.05,0.05,1.63,0.08,0.08,0.08,6300,200,100,150,0.0225329,0.000375549,0.000375549,0.000375549,1.09142245,0.049,82.5,Hebb 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M,2009
WASP-13 b,151.82004182986844,19.59984577181882,19.59984577181882,19.59984577181882,15.569274235273827,0.5044041328922406,0.6277029209325662,0.5660535269124034,1.09,0.05,0.05,0.05,1.512,0.031,0.040999999999999995,0.036,5826,100,100,100,0.0537035,0.000895058,0.000895058,0.000895058,4.353011,0,85.19,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S,2009
WASP-14 b,2432.749499347193,93.14601029426532,93.14601029426532,93.14601029426532,14.35870431633245,0.8406735548204011,0.9191364199369718,0.8799049873786864,1.31,0.05,0.09999999999999999,0.075,1.31,0.07,0.07,0.07,6475,100,100,100,0.0367693,0.000701704,0.000701704,0.000701704,2.243752,0.091,84.32,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,2009
WASP-15 b,172.08116862508788,6.630035894345687,6.630035894345687,6.630035894345687,15.45718442796444,0.7510017089728915,0.6501208823944434,0.7005612956836675,1.18,0.03,0.03,0.03,1.477,0.072,0.072,0.072,6300,100,100,100,0.0499436,0.000832394,0.000832394,0.000832394,3.7521,0,85.96,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,2009
WASP-16 b,266.76382223561313,10.159929652505774,10.159929652505774,10.159929652505774,11.29865257678619,0.9303454006679105,0.661329863125382,0.7958376318966462,1,0.03,0.03,0.03,0.946,0.057,0.052,0.0545,5700,150,150,150,0.0417858,0.00069643,0.00069643,0.00069643,3.1186009,0,85.22,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L,2009
WASP-17 b,161.3450056743999,9.559987235110977,9.559987235110977,9.559987235110977,21.65575077217353,0.5828669980088114,1.120898073093868,0.8518825355513397,1.19,0.03,0.03,0.03,1.2,0.081,0.08,0.0805,6550,100,100,100,0.0499354,0.000832256,0.000832256,0.000832256,3.735433,0,86.63,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,2010
WASP-18 b,3198.3792507783464,106.66529331123832,106.66529331123832,106.66529331123832,14.201778586099309,0.6949568053181981,0.5044041328922406,0.5996804691052194,1.22,0.03,0.03,0.03,1.216,0.067,0.05399999999999999,0.0605,6400,100,100,100,0.0201401,0.000335668,0.000335668,0.000335668,0.9414529,0.00848,80.6,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,2009
WASP-19 b,354.06359596263934,12.50490773827458,12.50490773827458,12.50490773827458,15.535647293081011,0.35868738339003775,0.35868738339003775,0.35868738339003775,0.93,0.02,0.02,0.02,0.99,0.02,0.02,0.02,5500,100,100,100,0.0163152,0.00027192,0.00027192,0.00027192,0.78884,0.0046,79.4,Hebb 2010,http://adsabs.harvard.edu/abs/2010ApJ...708..224H,Hellier 2011,http://adsabs.harvard.edu/abs/2011ApJ...730L..31H,2010
WASP-2 b,287.5661907200964,11.131113653710957,11.131113653710957,11.131113653710957,12.072072247220959,0.6164939402016274,0.6501208823944434,0.6333074112980355,0.88,0.02,0.02,0.02,0.84,0.062,0.065,0.0635,5200,200,200,200,0.0312729,0.000521215,0.000521215,0.000521215,2.1522254,0,84.73,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,2007
WASP-21 b,95.40886456764085,4.251305684443105,4.251305684443105,4.251305684443105,11.993609382104388,0.6725388438563208,0.6725388438563208,0.6725388438563208,1.01,0.03,0.03,0.03,1.06,0.04,0.04,0.04,5800,100,100,100,0.0521087,0.000868478,0.000868478,0.000868478,4.322482,0,88.75,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,2010
WASP-22 b,177.66075705533794,32.58891533594456,32.58891533594456,32.58891533594456,12.554058418651323,0.44835922923754723,0.44835922923754723,0.44835922923754723,1.1,0.3,0.3,0.3,1.13,0.03,0.03,0.03,6000,100,100,100,0.0468682,0.00426074,0.00426074,0.00426074,3.53269,0.023,89.2,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,2010
WASP-23 b,277.09826498945466,29.801536527066382,29.801536527066382,29.801536527066382,10.78303946316301,0.5772625076433421,0.5772625076433421,0.5772625076433421,0.78,0.13,0.12,0.125,0.765,0.033,0.049,0.041,5150,100,100,100,0.037022,0.00197767,0.00197767,0.00197767,2.9444256,0,88.39,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,2011
WASP-24 b,344.60537360650795,12.873988169127246,12.873988169127246,12.873988169127246,14.571674950220284,0.43715024850660855,0.4259412677756699,0.4315457581411392,1.184,0.027,0.027,0.027,1.331,0.032,0.032,0.032,6075,100,100,100,0.0365155,0.000608592,0.000608592,0.000608592,2.3412127,0,83.64,Street 2010,http://adsabs.harvard.edu/abs/2010ApJ...720..337S,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,2010
WASP-25 b,183.73550376619463,14.278229085065783,14.278229085065783,14.278229085065783,13.67495649174519,0.6725388438563208,0.560449036546934,0.6164939402016274,1,0.03,0.03,0.03,0.92,0.04,0.04,0.04,5750,100,100,100,0.0473714,0.000789523,0.000789523,0.000789523,3.764825,0,88,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,2011
WASP-26 b,320.6006849452647,10.686647122627296,10.686647122627296,10.686647122627296,14.795854564839058,0.8967184584750945,0.8967184584750945,0.8967184584750945,1.12,0.03,0.03,0.03,1.34,0.06,0.06,0.06,5059,100,100,100,0.0399686,0.000666144,0.000666144,0.000666144,2.7566,0,82.5,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,2010
WASP-29 b,77.2097319473737,6.397076318168122,6.397076318168122,6.397076318168122,8.877512738903436,0.6277029209325661,0.3923143255828538,0.5100086232577099,0.825,0.033,0.033,0.033,0.808,0.044,0.044,0.044,4800,150,150,150,0.0456587,0.000760979,0.000760979,0.000760979,3.922727,0.03,88.8,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,2010
WASP-3 b,637.022081450236,29.746522471628,29.746522471628,29.746522471628,14.459585142910898,0.9527633621297878,0.9527633621297878,0.9527633621297878,1.22,0.04,0.04,0.04,1.31,0.12,0.05000000000000002,0.085,6400,100,100,100,0.0314948,0.000524913,0.000524913,0.000524913,1.846834,0,85.06,Pollacco 2008,http://adsabs.harvard.edu/abs/2008MNRAS.385.1576P,Tripathi 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..421T,2008
WASP-31 b,151.6474674098624,10.426959169428542,10.426959169428542,10.426959169428542,17.22820338345275,0.6725388438563208,0.6725388438563208,0.6725388438563208,1.165,0.026,0.026,0.026,1.252,0.033,0.033,0.033,6302,102,102,102,0.0466223,0.000777038,0.000777038,0.000777038,3.405909,0,84.54,Anderson 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..60A,Anderson 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..60A,2011
WASP-32 b,1093.606959927689,44.29696148438285,44.29696148438285,44.29696148438285,12.32987880403255,0.44835922923754723,0.44835922923754723,0.44835922923754723,1.07,0.05,0.05,0.05,1.09,0.03,0.03,0.03,6140,90,100,95,0.0390315,0.000650524,0.000650524,0.000650524,2.718661,0,85.1,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,2010
WASP-34 b,184.74933875665363,9.07356891131867,9.07356891131867,9.07356891131867,13.67495649174519,1.2329878804032548,0.8967184584750945,1.0648531694391745,1.01,0.07,0.07,0.07,0.93,0.12,0.12,0.12,5700,100,100,100,0.0520747,0.00120305,0.00120305,0.00120305,4.3176782,0.038,85.2,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,2011
WASP-35 b,227.7613676810284,18.668007467108566,18.668007467108566,18.668007467108566,14.795854564839058,0.3362694219281604,0.3362694219281604,0.3362694219281604,1.07,0.02,0.02,0.02,1.09,0.02,0.02,0.02,5990,80,80,80,0.0431283,0.000718806,0.000718806,0.000718806,3.161575,0,87.96,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,2011
WASP-36 b,716.7940509189515,28.318413528171135,28.318413528171135,28.318413528171135,14.224196547561185,0.3362694219281604,0.3362694219281604,0.3362694219281604,1.02,0.032,0.032,0.032,0.943,0.019,0.019,0.019,5881,135,138,136.5,0.0262601,0.000437668,0.000437668,0.000437668,1.5373653,0,83.65,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,2012
WASP-37 b,569.9214602792006,52.86021226272974,52.86021226272974,52.86021226272974,13.002417647888867,0.7846286511657077,0.6725388438563208,0.7285837475110142,0.925,0.12,0.12,0.12,1.003,0.053,0.053,0.053,5800,150,150,150,0.0446312,0.00193,0.00193,0.00193,3.577469,0,88.82,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,2011
WASP-38 b,860.936596866526,31.785474942251682,31.785474942251682,31.785474942251682,12.217788996723163,0.22417961461877361,0.22417961461877361,0.22417961461877361,1.23,0.04,0.04,0.04,1.35,0.02,0.02,0.02,6180,40,60,50,0.0758454,0.00126409,0.00126409,0.00126409,6.87188,0.028,89.5,Barros 2011,http://adsabs.harvard.edu/abs/2011A&A...525A..54B,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,2011
WASP-39 b,90.30282288842021,9.970765205383149,9.970765205383149,9.970765205383149,14.235405528292125,0.44835922923754723,0.44835922923754723,0.44835922923754723,0.93,0.03,0.03,0.03,0.895,0.023,0.023,0.023,5400,150,150,150,0.0485835,0.000809725,0.000809725,0.000809725,4.055259,0,87.83,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,2011
WASP-4 b,388.7087847745305,15.018678226373405,15.018678226373405,15.018678226373405,15.03124316018877,0.25780655681158965,0.3250604411972217,0.2914334990044057,0.91,0.05,0.05,0.05,0.914,0.02,0.022999999999999996,0.0215,5500,150,150,150,0.0230406,0.000421988,0.000421988,0.000421988,1.3382299,0,89.47,Wilson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675L.113W,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,2008
WASP-41 b,296.1230851662147,18.70252235110977,18.70252235110977,18.70252235110977,13.450776877126417,0.6725388438563208,0.6725388438563208,0.6725388438563208,0.95,0.09,0.09,0.09,0.9,0.05,0.05,0.05,5450,150,150,150,0.0404959,0.00127882,0.00127882,0.00127882,3.052401,0,87.7,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M,2011
WASP-42 b,157.8750839108165,10.813519513909812,10.813519513909812,10.813519513909812,11.915146516987818,0.5716580172778727,0.5716580172778727,0.5716580172778727,0.881,0.086,0.08100000000000002,0.0835,0.85,0.035,0.035,0.035,5200,150,150,150,0.0547344,0.00172922,0.00172922,0.00172922,4.9816877,0,88.3,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,2012
WASP-43 b,559.7703977101537,32.884484784573665,32.884484784573665,32.884484784573665,10.424352079772973,0.7846286511657077,1.0088082657844812,0.8967184584750945,0.58,0.05,0.05,0.05,0.598,0.034,0.041999999999999996,0.038,4400,200,200,200,0.0142363,0.00040909,0.00040909,0.00040909,0.813475,0,82.6,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H,2011
WASP-44 b,282.122627799538,20.568900401727426,20.568900401727426,20.568900401727426,12.778238033270094,1.2329878804032548,1.2329878804032548,1.2329878804032548,0.951,0.034,0.034,0.034,0.927,0.068,0.056999999999999995,0.0625,5410,510,510,510,0.0347371,0.000578952,0.000578952,0.000578952,2.4238039,0,86.02,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,2012
WASP-45 b,318.41410665863214,16.54753503565331,16.54753503565331,16.54753503565331,13.002417647888867,3.1385146046628307,1.5692573023314147,2.353885953497123,0.909,0.06,0.06,0.06,0.945,0.087,0.07100000000000001,0.079,5140,200,200,200,0.0405459,0.0008921,0.0008921,0.0008921,3.1260876,0,84.47,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,2012
WASP-46 b,662.6317439991966,27.947076599377326,27.947076599377326,27.947076599377326,14.683764757529671,0.5716580172778727,0.5716580172778727,0.5716580172778727,0.956,0.034,0.034,0.034,0.917,0.028,0.028,0.028,5620,160,160,160,0.0244921,0.000408201,0.000408201,0.000408201,1.43037,0,82.63,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,2012
WASP-47 b,361.1509063975093,17.922473260018077,17.922473260018077,17.922473260018077,12.89032784057948,0.44835922923754723,0.22417961461877356,0.3362694219281604,1.084,0.037,0.037,0.037,1.15,0.03,0.020000000000000004,0.025,5400,100,100,100,0.0520112,0.000866853,0.000866853,0.000866853,4.1591399,0,89.2,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012
WASP-48 b,308.13941342773927,27.488181194134782,27.488181194134782,27.488181194134782,18.718997820667596,0.8967184584750945,0.8967184584750945,0.8967184584750945,1.19,0.04,0.04,0.04,1.75,0.07,0.07,0.07,5920,150,150,150,0.034488,0.000574801,0.000574801,0.000574801,2.143634,0,80.09,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,2011
WASP-49 b,119.73041639047906,8.345673526162498,8.345673526162498,8.345673526162498,12.498013514996629,0.526822094354118,0.526822094354118,0.526822094354118,0.938,0.08,0.076,0.078,0.976,0.034,0.034,0.034,5600,150,150,150,0.0378972,0.00105046,0.00105046,0.00105046,2.7817387,0,84.89,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,2012
WASP-5 b,515.0122843225871,17.506292407351612,17.506292407351612,17.506292407351612,12.778238033270094,1.120898073093868,0.4483592292375473,0.7846286511657077,1.01,0.04,0.04,0.04,1.026,0.073,0.04400000000000001,0.0585,5880,150,150,150,0.0271923,0.000453206,0.000453206,0.000453206,1.6284229,0,86.1,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,2008
WASP-50 b,465.4042894446118,27.946981254393894,27.946981254393894,27.946981254393894,12.923954782772299,0.5380310750850567,0.5380310750850567,0.5380310750850567,0.892,0.08,0.074,0.077,0.843,0.031,0.031,0.031,5400,100,100,100,0.0294714,0.000848017,0.000848017,0.000848017,1.9550959,0.009,84,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,2011
WASP-52 b,144.81631716380434,7.061281254393894,7.061281254393894,7.061281254393894,14.235405528292125,0.3362694219281604,0.3362694219281604,0.3362694219281604,0.87,0.03,0.03,0.03,0.79,0.02,0.02,0.02,5000,100,100,100,0.0271336,0.000452227,0.000452227,0.000452227,1.7497798,0,85.35,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,2013
WASP-54 b,200.3175854675103,8.652080521241338,8.652080521241338,8.652080521241338,18.528445148241637,1.0088082657844812,0.9303454006679103,0.9695768332261958,1.213,0.032,0.032,0.032,1.828,0.091,0.08099999999999999,0.086,6100,100,100,100,0.049881,0.00083135,0.00083135,0.00083135,3.6936411,0.067,84.97,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,2013
WASP-55 b,181.52413578387063,12.00863709952797,12.00863709952797,12.00863709952797,14.571674950220284,0.560449036546934,0.3362694219281604,0.44835922923754723,1.01,0.04,0.04,0.04,1.06,0.03,0.020000000000000004,0.025,5900,100,100,100,0.0532575,0.000887624,0.000887624,0.000887624,4.465633,0,89.6,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012
WASP-56 b,192.3356212714673,12.86168866626494,12.86168866626494,12.86168866626494,12.240206958185041,0.39231432558285384,0.36989636412097643,0.38110534485191516,1.107,0.024,0.024,0.024,1.112,0.026,0.022000000000000002,0.024,5600,100,100,100,0.056145,0.00093575,0.00093575,0.00093575,4.617101,0,88.5,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,2013
WASP-57 b,214.67717560510195,16.644214848850055,16.644214848850055,16.644214848850055,10.26742634953983,0.19055267242595758,0.1569257302331415,0.17373920132954954,0.954,0.027,0.027,0.027,0.836,0.07,0.16,0.115,5600,100,100,100,0.0386362,0.000643937,0.000643937,0.000643937,2.838971,0,88,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,2013
